Date,Price,Open,High,Low,Vol.,,Change %
4/17/2023,201.55,196.7,202.95,195.25,190,,0.0208
4/14/2023,197.45,192,197.8,191,240,,0.0204
4/13/2023,193.5,193,194,190,150,,-0.0064
4/12/2023,194.75,194.5,195,188.3,250,,-0.0018
4/11/2023,195.1,195.75,195.75,192,110,,-0.0008
4/6/2023,195.25,198,198.5,195,150,,-0.0181
4/5/2023,198.85,197,199.5,195,370,,-0.01
4/4/2023,200.85,203,203,200,320,,-0.0193
4/3/2023,204.8,205.75,205.75,203.4,180,,0.0076
3/31/2023,203.25,207.95,208,202,230,,-0.0037
3/30/2023,204,209,209,204,290,,-0.0274
3/29/2023,209.75,209,213,209,370,,0.006
3/28/2023,208.5,206.5,209.95,206.5,90,,0.0024
3/27/2023,208,200.15,213.15,199.95,160,,0.0196
3/24/2023,204,196.5,204,196,440,,0.0681
3/23/2023,191,191,191,191,,,0
3/22/2023,191,191,191,191,,,-0.0292
3/21/2023,196.75,196.75,196.75,196.75,,,-0.0236
3/20/2023,201.5,201.5,201.5,201.5,,,-0.0242
3/17/2023,206.5,206.5,206.5,206.5,,,-0.012
3/16/2023,209,209,209,209,,,-0.0153
3/15/2023,212.25,212.25,212.25,212.25,,,-0.0082
3/14/2023,214,214,214,214,,,0
3/13/2023,214,214,214,214,,,0.0094
3/10/2023,212,212,212,212,,,0.0095
3/9/2023,210,210,210,210,,,-0.0187
3/8/2023,214,214,214,214,,,-0.0115
3/7/2023,216.5,216.5,216.5,216.5,,,-0.0069
3/6/2023,218,218,218,218,,,-0.0158
3/3/2023,221.5,221.5,221.5,221.5,,,0
3/2/2023,221.5,221.5,221.5,221.5,,,0.0114
3/1/2023,219,219,219,219,,,-0.0023
2/28/2023,219.5,219.5,219.5,219.5,,,-0.0023
2/27/2023,220,220,220,220,,,-0.0045
2/24/2023,221,221,221,221,,,-0.029
2/23/2023,227.6,227.6,227.6,227.6,,,0.0071
2/22/2023,226,226,226,226,,,-0.0185
2/21/2023,230.25,230.25,230.25,230.25,,,-0.0206
2/20/2023,235.1,235.1,235.1,235.1,,,-0.0006
2/17/2023,235.25,235.25,235.25,235.25,,,0.0021
2/16/2023,234.75,234.75,234.75,234.75,,,-0.0053
2/15/2023,236,236,236,236,,,-0.0126
2/14/2023,239,239,239,239,,,0.0106
2/13/2023,236.5,236.5,236.5,236.5,,,0.0064
2/10/2023,235,235,235,235,,,0.0097
2/9/2023,232.75,232.75,232.75,232.75,,,-0.0062
2/8/2023,234.2,236,236,236,10,,0.003
2/7/2023,233.5,233.5,233.5,233.5,,,0.0043
2/6/2023,232.5,232.5,232.5,232.5,,,0.0115
2/3/2023,229.85,229.85,229.85,229.85,,,0.0026
2/2/2023,229.25,229.25,229.25,229.25,,,0.009
2/1/2023,227.2,227.2,227.2,227.2,,,-0.0033
1/31/2023,227.95,227.95,227.95,227.95,,,0.0068
1/30/2023,226.4,226.4,226.4,226.4,,,0.0049
1/27/2023,225.3,225.3,225.3,225.3,,,-0.006
1/26/2023,226.65,226.65,226.65,226.65,,,0.0209
1/25/2023,222,222,222,222,,,0.0137
1/24/2023,219,219,219,219,,,0.0081
1/23/2023,217.25,217.25,217.25,217.25,,,0
1/20/2023,217.25,217.25,217.25,217.25,,,-0.0034
1/19/2023,218,218,218,218,,,-0.0136
1/18/2023,221,221,221,221,,,0.0023
1/17/2023,220.5,220.5,220.5,220.5,,,-0.0092
1/16/2023,222.55,222.55,222.55,222.55,,,-0.0027
1/13/2023,223.15,223.15,223.15,223.15,,,-0.0038
1/12/2023,224,224,224,224,,,-0.0027
1/11/2023,224.6,224.6,224.6,224.6,,,0.0049
1/10/2023,223.5,223.5,223.5,223.5,,,-0.0132
1/9/2023,226.5,226.5,226.5,226.5,,,-0.0126
1/6/2023,229.4,229.4,229.4,229.4,,,-0.0069
1/5/2023,231,231,231,231,,,0.0022
1/4/2023,230.5,230.5,230.5,230.5,,,-0.0212
1/3/2023,235.5,235.5,235.5,235.5,,,-0.0208
12/30/2022,240.5,240.5,240.5,240.5,,,-0.0015
12/29/2022,240.85,240.85,240.85,240.85,,,-0.0048
12/28/2022,242,242,242,242,,,0.0233
12/23/2022,236.5,236.5,236.5,236.5,,,0.0021
12/22/2022,236,236,236,236,,,0.0107
12/21/2022,233.5,227.05,227.05,227.05,,,0.0004
12/20/2022,233.4,233.4,233.4,233.4,,,-0.0004
12/19/2022,233.5,233.5,233.5,233.5,,,-0.0021
12/16/2022,234,234,234,234,,,-0.0043
12/15/2022,235,235,235,235,,,-0.0063
12/14/2022,236.5,236.5,236.5,236.5,,,-0.0125
12/13/2022,239.5,239.5,239.5,239.5,,,-0.0021
12/12/2022,240,240,240,240,,,0.0148
12/9/2022,236.5,236.5,236.5,236.5,,,-0.0125
12/8/2022,239.5,239.5,239.5,239.5,,,0.0042
12/7/2022,238.5,238.5,238.5,238.5,,,0.013
12/6/2022,235.45,235.45,235.45,235.45,,,-0.0065
12/5/2022,237,237,237,237,,,-0.0133
12/2/2022,240.2,240.2,240.2,240.2,,,-0.0099
12/1/2022,242.6,242.6,242.6,242.6,,,-0.0138
11/30/2022,246,246,246,246,,,0.0072
11/29/2022,244.25,244.25,244.25,244.25,,,-0.0195
11/28/2022,249.1,249.1,249.1,249.1,,,-0.0203
11/25/2022,254.25,254.25,254.25,254.25,,,0.0117
11/24/2022,251.3,251.3,251.3,251.3,,,0.0133
11/23/2022,248,248,248,248,,,0
11/22/2022,248,248,248,248,,,-0.0198
11/21/2022,253,260,260,260,,,-0.0033
11/18/2022,253.85,253.85,253.85,253.85,,,0.0044
11/17/2022,252.75,252.75,252.75,252.75,,,0.009
11/16/2022,250.5,250.5,250.5,250.5,,,-0.0042
11/15/2022,251.55,251.55,251.55,251.55,,,-0.0231
11/14/2022,257.5,257.5,257.5,257.5,,,-0.0106
11/11/2022,260.25,260.25,260.25,260.25,,,-0.0019
11/10/2022,260.75,260.75,260.75,260.75,,,-0.0142
11/9/2022,264.5,265,265,265,20,,-0.0021
11/8/2022,265.05,265.05,265.05,265.05,,,-0.0099
11/7/2022,267.7,267.7,267.7,267.7,,,0.0017
11/4/2022,267.25,267.25,267.25,267.25,,,-0.0011
11/3/2022,267.55,267.55,267.55,267.55,,,0.0085
11/2/2022,265.3,265.3,265.3,265.3,,,-0.0335
11/1/2022,274.5,274.5,274.5,274.5,,,-0.0007
10/31/2022,274.7,266.5,279.05,266.5,40,,0.0386
10/28/2022,264.5,264.5,264.5,264.5,,,0.0019
10/27/2022,264,265,266.5,265,30,,0
10/26/2022,264,265,265,265,20,,0.0076
10/25/2022,262,262,262,262,10,,0
10/24/2022,262,266,266,262,110,,-0.0206
10/21/2022,267.5,268.5,268.5,265.85,250,,-0.0043
10/20/2022,268.65,268,269,268,210,,0
10/19/2022,268.65,265.5,269,263.5,580,,0.0138
10/18/2022,265,269.5,269.5,265,360,,-0.0275
10/17/2022,272.5,277,279,271.55,90,,-0.0219
10/14/2022,278.6,279,281.5,276,70,,-0.014
10/13/2022,282.55,282.5,283.5,278,260,,-0.0028
10/12/2022,283.35,285,285,282.85,140,,-0.0074
10/11/2022,285.45,288,290.4,285.1,120,,-0.0264
10/10/2022,293.2,286,295,286,230,,0.0388
10/7/2022,282.25,281.5,282.5,281,160,,0.0079
10/6/2022,280.05,282,282.25,280,250,,-0.0148
10/5/2022,284.25,280,284.3,277.45,240,,0.0116
10/4/2022,281,285,285,280.5,320,,-0.014
10/3/2022,285,292.75,292.75,285,160,,-0.0211
9/30/2022,291.15,285.75,291,285.75,130,,0.0132
9/29/2022,287.35,291,293,285,90,,-0.0108
9/28/2022,290.5,288,292.5,286.75,440,,0.0087
9/27/2022,288,287.5,289.05,281,410,,0.0017
9/26/2022,287.5,284,287.5,283,340,,0.0116
9/23/2022,284.2,280,285,279.05,260,,0.0078
9/22/2022,282,282.55,282.55,279.55,180,,-0.0018
9/21/2022,282.5,287.1,287.7,279.95,350,,0.018
9/20/2022,277.5,270,278,268.5,250,,0.0109
9/16/2022,274.5,271.25,275,271,230,,0.0055
9/15/2022,273,275,276.5,273.25,100,,-0.015
9/14/2022,277.15,279.9,279.9,275.05,150,,0.0002
9/13/2022,277.1,277.5,280.85,276.1,210,,0.0045
9/12/2022,275.85,275.25,279.95,272.9,170,,0.0022
9/9/2022,275.25,269,274,269,120,,0.0271
9/8/2022,268,271,271,265,100,,-0.0111
9/7/2022,271,270,275,269.5,630,,0.0246
9/6/2022,264.5,267,267,264.5,70,,-0.0112
9/5/2022,267.5,266,268,266,140,,0.0038
9/2/2022,266.5,267,267,265.95,240,,-0.0036
9/1/2022,267.45,267.75,269.5,267,160,,-0.0082
8/31/2022,269.65,266,269.75,263.95,130,,0.0137
8/30/2022,266,268,271,265,550,,0.0133
8/26/2022,262.5,260,263.95,260,140,,0.0088
8/25/2022,260.2,262,264,260,120,,-0.0135
8/24/2022,263.75,267.2,269,261,280,,-0.012
8/23/2022,266.95,262,267.75,262,140,,0.0234
8/22/2022,260.85,255,262,255,120,,0.014
8/19/2022,257.25,252,259.95,251.95,320,,0.0172
8/18/2022,252.9,255.5,257,251,410,,-0.0273
8/17/2022,260,264,264,259,190,,-0.0152
8/16/2022,264,265.25,268,263.5,220,,-0.0131
8/15/2022,267.5,269,270,266.3,580,,-0.0142
8/12/2022,271.35,271,272,270,190,,-0.0053
8/11/2022,272.8,270,273.5,270,300,,0.0141
8/10/2022,269,266,270,262.05,200,,0.0111
8/9/2022,266.05,266,268,265,900,,0.0072
8/8/2022,264.15,266,266.05,260.95,80,,-0.0107
8/5/2022,267,264.25,268.5,263.75,80,,0.0038
8/4/2022,266,260,266,258.5,280,,0.0172
8/3/2022,261.5,265,267,261,110,,-0.016
8/2/2022,265.75,264.25,266.5,262,360,,0.0008
8/1/2022,265.55,270,270.05,264,510,,-0.0167
7/29/2022,270.05,270.5,275,270,280,,0.0067
7/28/2022,268.25,270,271,267.4,420,,0.0019
7/27/2022,267.75,269.5,270.8,265.05,280,,0.0037
7/26/2022,266.75,258.05,268.5,258.05,270,,0.0367
7/25/2022,257.3,259,264,255,250,,0.008
7/22/2022,255.25,267.3,267.3,255,600,,-0.0616
7/21/2022,272,267.3,270,267.3,170,,0.0149
7/20/2022,268,270,273,267.55,230,,0.0037
7/19/2022,267,263,270.5,262,210,,0.0152
7/18/2022,263,260.05,266,258,270,,0.0198
7/15/2022,257.9,268.5,269,257.55,280,,-0.0413
7/14/2022,269,276,276,265,350,,-0.0229
7/13/2022,275.3,275,276,271.5,220,,-0.0051
7/12/2022,276.7,285,285,275,440,,-0.0364
7/11/2022,287.15,287.55,295,283,200,,0.0075
7/8/2022,285,269,285,269,280,,0.1704
7/7/2022,243.5,243.5,243.5,243.5,,,0
7/6/2022,243.5,243.5,243.5,243.5,,,-0.002
7/5/2022,244,244,244,244,,,-0.0259
7/4/2022,250.5,250.5,250.5,250.5,,,0.004
7/1/2022,249.5,249.5,249.5,249.5,,,-0.0369
6/30/2022,259.05,259.05,259.05,259.05,,,-0.0261
6/29/2022,266,266,266,266,,,0.0211
6/28/2022,260.5,260.5,260.5,260.5,,,0.0216
6/27/2022,255,255,255,255,,,-0.0107
6/24/2022,257.75,257.75,257.75,257.75,,,-0.0292
6/23/2022,265.5,265.5,265.5,265.5,,,-0.0387
6/22/2022,276.2,276.2,276.2,276.2,,,-0.0059
6/21/2022,277.85,277.85,277.85,277.85,,,-0.0422
6/20/2022,290.1,290.1,290.1,290.1,,,-0.0048
6/17/2022,291.5,291.5,291.5,291.5,,,-0.0251
6/16/2022,299,299,299,299,,,0.0002
6/15/2022,298.95,298.95,298.95,298.95,,,-0.0027
6/14/2022,299.75,299.75,299.75,299.75,,,0.0045
6/13/2022,298.4,298.4,298.4,298.4,,,0.0119
6/10/2022,294.9,294.9,294.9,294.9,,,0.0118
6/9/2022,291.45,291.45,291.45,291.45,,,0.0002
6/8/2022,291.4,291.4,291.4,291.4,,,-0.0085
6/7/2022,293.9,293.9,293.9,293.9,,,-0.0408
6/6/2022,306.4,300,300,300,,,0.0639
6/1/2022,288,288,288,288,,,-0.0303
5/31/2022,297,297,297,297,,,-0.0365
5/30/2022,308.25,308.25,308.25,308.25,,,-0.0207
5/27/2022,314.75,314.75,314.75,314.75,,,-0.0164
5/26/2022,320,320,320,320,,,-0.0068
5/25/2022,322.2,322.2,322.2,322.2,,,-0.0272
5/24/2022,331.2,331.2,331.2,331.2,,,-0.0158
5/23/2022,336.5,336.5,336.5,336.5,,,0
5/20/2022,336.5,336.5,336.5,336.5,,,0.0006
5/19/2022,336.3,340,340,340,,,0.0096
5/18/2022,333.1,349,349,330,10,,-0.0709
5/17/2022,358.5,358.5,358.5,358.5,,,-0.0069
5/16/2022,361,361,361,361,,,0.0262
5/13/2022,351.8,351.8,351.8,351.8,,,0.009
5/12/2022,348.65,349.25,350,349.25,10,,0.0135
5/11/2022,344,349,349,340,10,,0.0015
5/10/2022,343.5,339.5,345,338,120,,0.0245
5/9/2022,335.3,335.3,335.3,335.3,,,0.0009
5/6/2022,335,334,334,334,,,-0.0154
5/5/2022,340.25,331,340,331,40,,0.0326
5/4/2022,329.5,330,330,330,10,,-0.0015
5/3/2022,330,331.5,331.5,331.5,,,0.0015
4/29/2022,329.5,329.5,329.5,329.5,,,-0.0093
4/28/2022,332.6,330,332.5,330,10,,0.0012
4/27/2022,332.2,330,332,330,40,,0.0006
4/26/2022,332,317.25,332,317.25,50,,0.0215
4/25/2022,325,322,325,320,110,,0.0093
4/22/2022,322,315,322,312,100,,0.011
4/21/2022,318.5,317,320,316,140,,0.0039
4/20/2022,317.25,312.9,317,312.25,120,,-0.0008
4/19/2022,317.5,320,322,315,260,,-0.0072
4/14/2022,319.8,323,325,317,70,,-0.0068
4/13/2022,322,322,323,318,60,,0
4/12/2022,322,315,323,315,120,,0.0306
4/11/2022,312.45,309,312.5,308,90,,0.0161
4/8/2022,307.5,301.35,307.75,300,120,,0.0179
4/7/2022,302.1,304.5,304.9,301.75,60,,-0.0079
4/6/2022,304.5,303.75,305.5,301,20,,-0.0025
4/5/2022,305.25,303.5,308,303.5,120,,0.0061
4/4/2022,303.4,305,305,302,110,,0.0007
4/1/2022,303.2,302,306,300,90,,-0.014
3/31/2022,307.5,302,308,302,180,,0.0065
3/30/2022,305.5,304,305.5,300,100,,0.0074
3/29/2022,303.25,309,309,292,170,,-0.0194
3/28/2022,309.25,312,315.75,305,170,,-0.0214
3/25/2022,316,305.5,318,305.5,110,,0.018
3/24/2022,310.4,308.3,311,308.3,20,,0.0174
3/23/2022,305.1,305.1,305.1,305.1,,,0
3/22/2022,305.1,305.1,305.1,305.1,,,0.014
3/21/2022,300.9,300.9,300.9,300.9,,,0.0344
3/18/2022,290.9,290.9,290.9,290.9,,,-0.0202
3/17/2022,296.9,296.9,296.9,296.9,,,0.0051
3/16/2022,295.4,295.4,295.4,295.4,,,-0.0152
3/15/2022,299.95,295,298,295,10,,0.0057
3/14/2022,298.25,298,298,298,10,,0.0127
3/11/2022,294.5,294.5,294.5,294.5,,,0.0138
3/10/2022,290.5,290.5,290.5,290.5,,,-0.0153
3/9/2022,295,292,295,292,40,,0.019
3/8/2022,289.5,289.5,289.5,289.5,,,-0.0269
3/7/2022,297.5,297.5,297.5,297.5,,,0.0553
3/4/2022,281.9,281.9,281.9,281.9,,,0.0195
3/3/2022,276.5,276.5,276.5,276.5,,,0.0336
3/2/2022,267.5,267.5,267.5,267.5,,,0.0152
3/1/2022,263.5,263.5,263.5,263.5,,,0.0517
2/28/2022,250.55,250.55,250.55,250.55,,,0.0917
2/25/2022,229.5,229.5,229.5,229.5,,,-0.0585
2/24/2022,243.75,243.75,243.75,243.75,,,0.0428
2/23/2022,233.75,233.75,233.75,233.75,,,0.032
2/22/2022,226.5,226.5,226.5,226.5,,,0.023
2/21/2022,221.4,221.4,221.4,221.4,,,0.0023
